采样时间,样本编号,蒸发器温度_C,冷凝器温度_C,压缩机吸气温度_C,压缩机排气温度_C,压缩机电流_A,环境温度_C,箱内平均温度_C,压缩机频率_Hz,累计运行时长_h,日开门次数,设定温度_C,距上次化霜时间_h,故障标签
2025-10-02 19:00:00,S05653,-31.660657688726026,45.17573028332408,-27.744310330739694,71.62268924474762,1.2350991405606169,27.705690690263097,-21.185990996904856,51.75607507216772,4761.955516853526,7.0,-20,10.555386475585001,0
2025-07-07 22:00:00,S03999,-31.751989874073224,46.452709427138245,-29.17358405117259,61.60157714345042,1.2860741240673768,26.301709849985805,-22.518812949300948,50.57554560015645,7048.581825744541,9.0,-22,6.014319863968916,0
2025-08-07 13:00:00,S06033,-33.25036583610906,51.6485658942545,-28.238134624962058,81.75932121110256,1.1631639265354552,32.773505590809116,-21.448057749916583,49.48031305780743,440.797418958858,11.0,-22,8.658119934449555,0
2025-11-17 12:00:00,S00582,-31.444799469663412,48.031661480661626,-29.20329712323656,72.36869370755493,1.374678738660195,25.29954887039752,-21.814368036213583,43.820655292369736,4885.1125291723665,11.0,-22,7.5664007993719755,0
2025-07-11 03:00:00,S09930,-44.28279377073037,35.252434582477505,-32.87294298395684,61.73767682144779,1.2374985056207546,17.549703140728997,-18.015101081586437,49.737963727807184,1874.649762516307,13.0,-22,56.090409364902214,4
2025-12-21 18:00:00,S07051,-36.49476405927129,52.85335803834087,-32.35639502765538,76.48668175225674,1.258619868652881,33.88289055386856,-19.674836180037317,48.83940984413243,5860.3704006994785,4.0,-20,6.524550464092912,0
2025-10-10 09:00:00,S08158,-32.250619892613464,42.83445176711902,-29.949741199912935,70.89762162154601,1.2036290025062912,19.45933912581178,-20.585595036781474,48.83308704877265,2652.710401582982,5.0,-20,11.566757938740142,0
2025-10-07 04:00:00,S09896,-43.536411506244974,42.4987998690736,-28.79572860876686,70.05258526976041,1.5749641261425549,22.69373204324527,-15.944267675370195,53.95247998759742,3815.7424680749414,9.0,-20,29.54331817329946,4
2025-01-09 04:00:00,S02249,-36.455037157403744,45.88769647229887,-33.29942306866508,69.3747027870752,1.1399547593085468,22.96298234424707,-23.23447289468605,48.38637804718958,5152.823183444472,6.0,-22,7.486852859329897,0
2025-07-29 08:00:00,S04640,-29.889004403512914,34.424049191174674,-26.72403939121575,61.65025002825843,1.140130532263814,14.279592704366756,-17.570688178658262,55.12126100221798,7515.896492717751,8.0,-18,11.335302475680798,0
2025-03-31 12:00:00,S09485,-35.488056525420255,41.00929146343001,-31.84522915471249,68.63128102870469,1.2740926790746219,26.16701058009252,-28.725238282200685,68.89498893145883,722.5419875921846,26.259614257468144,-22,9.442151385171865,3
2025-11-27 14:00:00,S04947,-31.300058449423823,41.718463317390494,-29.56675976149155,67.02626156937478,1.1732398855567856,19.62834016343967,-18.736046869955167,50.41185013580689,2984.1935375635944,15.0,-18,10.052704664429708,0
2025-02-17 23:00:00,S09920,-37.29918977039047,46.40687651555895,-28.3873613176457,78.88341762938992,1.597194578151814,29.04659561678865,-16.738135090831083,48.65824092292668,4547.151105487987,9.0,-18,40.7665992843432,4
2025-11-25 10:00:00,S01963,-30.96677228403044,44.2660686758239,-28.33492195101961,68.2726630979819,1.1601543429676948,24.940592995035963,-22.436714231333305,48.25309360571012,1747.8597287724072,6.0,-20,7.031030565916124,0
2025-01-09 15:00:00,S08243,-30.218559647038585,50.30759547265735,-27.785300785121365,82.1016434180882,1.0511002315617064,30.643408361962756,-21.9329353375585,49.702785579154295,6585.217397470095,9.0,-20,9.310391483105493,0
2025-06-10 05:00:00,S06590,-35.827312716661936,44.035616945048076,-34.02544851759168,75.08618786015504,1.147902416082943,30.09904145736976,-19.18591636582763,48.136998932202346,3888.797283635481,13.0,-22,10.591979155071671,0
2025-01-25 11:00:00,S08847,-21.883810269613967,34.4216896161275,-22.87405886694446,69.9676737918359,2.7319375839352036,23.76406632645396,-13.316943895420337,49.719423963817285,8389.882671074547,8.0,-18,7.927977777929192,1
2025-07-26 01:00:00,S00321,-32.04047610451205,47.60442080686519,-32.111627092411084,76.4942826241984,1.1829253360501693,30.793051833708507,-21.82515647613708,42.78128554697031,7851.029542520126,4.0,-22,7.197429695375632,0
2025-01-02 20:00:00,S02678,-33.75848348411451,37.8755357396155,-31.161384810666625,72.7162712412076,1.3285098363864498,18.75613556519115,-17.452511642896575,53.13038595483429,6789.443433233987,5.0,-20,7.992426259125002,0
2025-12-29 17:00:00,S04625,-31.90696632216408,41.3981036725597,-30.260247261703203,72.20585957187897,1.1686221211849412,21.750736278085153,-15.954769653029668,44.626647824833945,2268.656264278385,7.0,-18,8.481919934450893,0
2025-03-18 22:00:00,S04949,-32.107964337279725,37.33806503566444,-28.821077536730098,69.9085543307689,1.022340208001184,17.76399729614434,-19.694237684972897,48.28067915884787,8013.968603793875,12.0,-20,6.544594827637437,0
2025-03-13 07:00:00,S08328,-30.074867638447298,45.625390605507235,-27.479537887519847,70.24059516468685,1.1729552057798254,24.799391643703917,-21.94569151812835,56.20882381587076,761.3110310504518,7.0,-18,10.344270662918383,0
2025-08-18 23:00:00,S03337,-29.092800416576985,42.18976939724233,-25.883369648050955,67.44331304197019,1.2640890930316189,23.53054021196511,-15.360034609054328,48.12278850952942,1617.3768825049078,5.0,-18,9.77851389126617,0
2025-10-26 02:00:00,S05589,-26.392975125677687,40.223274504941564,-23.695783552166276,65.00381607075363,1.1894618163687884,23.939893562200453,-17.37520074425161,49.54898059137641,3436.067267161782,13.0,-18,10.290240201508828,0
2025-03-30 16:00:00,S00251,-33.88034771294019,54.273954454838325,-30.589450655350188,69.29629555257964,1.0878756259905609,34.79327384183545,-21.784345776525985,52.78822995437245,6451.5050096630775,4.0,-22,8.946118576013461,0
2025-07-23 02:00:00,S03973,-36.149643780358005,48.629854499050815,-33.83363937177082,73.96415782616766,1.3075332192006321,32.6777675584951,-22.33558403569695,47.555140425718356,2853.8433636439495,8.0,-22,7.535937711634953,0
2025-05-27 15:00:00,S06630,-32.28525965038986,51.31220196692051,-29.923721665966095,77.76719125962063,1.2209853296742461,29.94210112346707,-19.55056275098017,46.060168933627125,1105.832768153518,2.0,-20,10.446733111053819,0
2025-03-20 11:00:00,S05547,-33.194732121552185,60.11149955447698,-30.800188092423944,81.13333710181946,1.1806994564070312,36.60229276804915,-20.544836644075666,49.168154412579426,1648.4204086895854,8.0,-20,11.702995597122083,0
2025-06-29 00:00:00,S00035,-28.459513623316216,39.54374261010993,-25.28978433892584,64.99071220583818,1.2488044079378748,24.641629817212813,-21.535727779233582,54.740402285225606,7374.4200844024635,6.0,-20,9.138392548614716,0
2025-08-23 03:00:00,S08362,-31.56348451118548,39.72204896464637,-29.198947635273793,64.81438219279445,1.1301103189424169,17.090224923889963,-18.531780317563154,47.53911548714012,7770.934781887019,10.0,-18,6.9968775120591316,0
2025-11-10 22:00:00,S01513,-35.15833159652491,41.93775206598782,-32.826336425277404,65.48954829730206,1.0253034426657859,20.569616590211588,-19.881378203172503,53.15597494697852,2237.210592191329,12.0,-22,11.42681563413597,0
2025-07-26 20:00:00,S09317,-30.761285720129486,41.783630826459145,-29.023123448559357,63.04906938865385,1.156847941518616,27.831886298531845,-28.518812901815863,80.84120791597068,7816.092494073834,9.876018288544138,-20,6.2719573918533005,3
2025-02-16 17:00:00,S00039,-30.433722073965875,44.87332396896488,-27.183478141392225,64.17455182818135,1.0658554842200303,25.546973973024464,-16.91135006415196,55.66048433637271,6451.251504072572,12.0,-18,8.011183449875405,0
2025-09-27 23:00:00,S04819,-34.41739489109378,32.955543232806924,-32.78588567793614,58.02506431545673,1.2671762194633425,16.733272777225167,-22.21420077180981,46.31161794422964,988.9388605756074,10.0,-22,11.78727333301896,0
2025-11-20 06:00:00,S03465,-36.40370617652046,49.28156303214955,-34.31288416919899,74.6913537340782,1.1251424865885242,29.677244298366595,-20.762447651613265,46.779194247154656,5806.122834773152,5.0,-22,10.265216231419487,0
2025-12-23 00:00:00,S01760,-27.05517432882985,41.736968743909,-23.854924235663017,72.4310999427655,1.3220858320647744,19.774491493414406,-19.292660827801274,54.00462326816381,3188.483545504137,10.0,-18,11.6648663086117,0
2025-05-16 09:00:00,S02304,-27.660212324056143,38.30271278409918,-25.541850302877,60.158301375698166,1.2952541510400761,24.905517343029693,-21.863742500192632,46.02494330616298,855.4072653695044,9.0,-22,8.082841241270808,0
2025-04-14 04:00:00,S03723,-30.31306695433597,41.98787748220495,-27.419651566542708,71.32705809741195,1.263797642247999,17.161281343025546,-19.765392193815313,46.38769892227722,1066.0960642668617,8.0,-20,8.747853585294859,0
2025-10-06 12:00:00,S08284,-33.4930116825533,42.95832940766013,-30.972019965599614,68.05188156191016,1.0782675738254561,27.701988916090517,-20.690512255085842,49.49173698239242,3791.3544247875197,7.0,-20,11.00272671323927,0
2025-09-16 20:00:00,S04993,-33.62522319672302,45.212593587681084,-29.281317080037564,71.9481766165055,1.1502690346433453,26.94245365915004,-21.545267880653793,48.469257962738624,7598.407173471915,10.0,-20,8.631345699481505,0
2025-08-02 01:00:00,S08127,-37.198969876199975,50.513838527947016,-33.41557065597609,77.92925914218836,1.2540247827744628,29.839966279341066,-23.71193357281012,53.76641726927405,3641.754352872071,16.0,-22,8.565501789899603,0
2025-07-23 11:00:00,S03032,-29.375564647349197,51.03564585564562,-27.411622144258626,80.2824002560821,1.1179589505054752,34.29348394608547,-18.2001035719845,48.52334061063803,5469.2524716386715,5.0,-20,10.854782362746548,0
2025-11-11 14:00:00,S07938,-30.42913665107242,50.82283269889864,-28.533493243938246,79.10818386388453,1.2544285636706205,33.50522641440781,-15.584774229459391,52.16819451434711,5519.511295835893,14.0,-18,7.142287770397288,0
2025-01-10 17:00:00,S03039,-35.151839830160455,35.67121384545608,-32.40484205697352,54.24743525553566,1.2336826033205184,15.762290613057905,-19.38368349622648,49.85735818691737,167.405026156668,8.0,-20,9.803066669083702,0
2025-01-21 01:00:00,S09655,-37.518046636288915,41.08795486860566,-29.00284254864418,69.67480768198182,1.6908300402544068,27.57716080796714,-16.856763939099142,47.17722703731153,7841.382118358366,13.0,-18,63.61221024144229,4
2025-02-23 12:00:00,S02545,-32.26713223011239,50.86471809344383,-30.787633133060204,76.52926932769712,1.3517748470197826,32.01871835919216,-18.741442187669087,48.615580152391885,7642.648320764097,12.0,-18,7.910443681468005,0
2025-03-20 17:00:00,S02592,-32.19038142773162,49.92059619685404,-30.200540364017535,84.55297581218754,1.2456390934070019,26.263752774322043,-23.073982999375108,48.73182233802791,6453.920710934493,4.0,-22,11.073533497559897,0
2025-09-01 05:00:00,S01188,-30.683931959846557,48.564489729860924,-28.02562717203851,77.54088801643947,1.270629005610022,28.450043791185422,-18.991783698984143,48.62466479353574,3452.4436873846344,7.0,-18,9.824802352884777,0
2025-08-12 16:00:00,S07966,-33.44608652289061,36.706798285866356,-29.456137185045705,59.322307160653,1.2235351969576285,20.651032333850317,-19.553926351026437,49.40406225688999,4628.054565339414,9.0,-20,8.258170951843526,0
2025-04-07 15:00:00,S06077,-36.664785570932665,46.25003222329272,-32.2700954366478,72.23722017982163,1.0915689305803689,26.435957593088542,-21.54953454168357,50.94891569569817,6719.292314537985,9.0,-22,6.123241565273389,0
2025-09-13 07:00:00,S00107,-30.208002386370996,38.92441676650892,-26.85479499186315,63.825490190434095,1.1376394565070793,23.71706034908913,-23.60413090234953,45.353711233630165,7809.364936861919,1.0,-20,9.624430062427315,0
2025-06-15 08:00:00,S01315,-35.252307427646365,43.46660455210212,-30.47013121197812,61.81744039982008,1.172995405544396,19.328261959096825,-19.8339314057213,47.27103695593806,6428.856611947299,8.0,-22,7.394513066066262,0
2025-07-07 21:00:00,S08187,-27.679308760296482,37.66907797274389,-25.330848070687438,59.482811252293764,1.343706310062752,22.679503530945972,-21.89795074331263,46.55743834871874,8080.583416875384,9.0,-20,6.904326288520929,0
2025-12-04 05:00:00,S02753,-30.11293017613965,36.6852014833005,-27.997274309888496,58.53538307179895,1.0737419789157014,23.8124130276418,-17.31084305422043,49.738867018721116,6640.354192768328,2.0,-18,7.360429522464861,0
2025-12-19 21:00:00,S09753,-44.03006262016662,47.63631968140283,-31.74995788685441,79.06274747900898,1.370589587187603,28.52326939766433,-17.0899077971059,49.36961918501492,1383.0065013386236,7.0,-22,55.87626413499098,4
2025-04-05 01:00:00,S06231,-28.894304301100135,47.20336623635218,-26.215402310132788,78.88856029322297,1.3218840997025099,24.8953861358443,-20.75056869429336,56.75206491085874,952.1249675495764,7.0,-20,7.849148675258243,0
2025-05-02 12:00:00,S02876,-36.98280217781844,51.96605727158208,-35.3908865188484,74.53694207672912,1.3713929734534518,30.76329106047555,-22.165134960516195,45.22736350269577,6044.446781080436,9.0,-22,11.797573058588881,0
2025-05-04 02:00:00,S05323,-35.676649733272995,42.02711975596867,-32.54714175571683,60.73708004080283,1.1880031644691311,25.519553431533993,-21.90407404602144,48.19693475535238,5502.238552355596,5.0,-20,10.819687260793213,0
2025-08-25 08:00:00,S00799,-33.51868195714042,47.9873274502216,-30.270472937716946,73.60185392153471,1.0979743972803746,27.30614130749399,-22.773152297022076,55.34778390294375,4970.417594564859,5.0,-22,9.748680604104381,0
2025-12-15 02:00:00,S03570,-34.29799192079055,44.83692511639616,-32.58294359755515,56.970579729167326,1.339007760052867,23.8261092730638,-18.062884113428115,50.63609501348528,7110.406706256758,11.0,-18,6.956210657624288,0
2025-11-24 03:00:00,S02894,-32.15849225535619,47.067478960358706,-29.334069393989754,77.20407102537597,1.2177443116813678,23.807942178077546,-23.135965296115575,50.30591221428019,6461.699906445995,10.0,-22,6.443088438661777,0
2025-03-25 02:00:00,S02927,-30.065969268848548,40.05415916664806,-27.815109312082487,62.94035766738131,1.238166487366241,20.126822615902164,-16.502644589432496,53.54029772544091,5705.37588877719,10.0,-18,8.356759085648216,0
2025-10-27 12:00:00,S08178,-31.697017038983617,45.62337470379671,-27.703587883823126,64.7474592923681,1.0664498038883443,28.209005896324992,-22.440011917410953,51.23311356352128,53.02168437793426,5.0,-20,11.74861469222909,0
2025-01-13 16:00:00,S00971,-30.451683668074615,36.20190859901019,-28.648850260764846,69.56685711323496,1.1378865201203758,22.25655096180289,-17.10963201198806,47.17110988265071,5490.155559393759,11.0,-18,10.13910977247781,0
2025-08-16 09:00:00,S06687,-35.22902065668485,49.06348468438556,-31.913018386858575,80.9349420281138,1.2517309403319257,29.594570317881246,-19.93091018285458,43.887859624920694,8570.115364743167,8.0,-20,8.251855656309061,0
2025-04-04 17:00:00,S08575,-29.36699565118569,44.97736547015342,-30.72589706229536,93.9411106760798,2.045584949368227,26.29929170509526,-16.68286842419014,46.22795287370624,5440.235112828982,9.0,-22,11.00490595907125,1
2025-08-05 00:00:00,S02020,-35.354121062415196,53.9432954263724,-31.57599061306074,82.83714684150267,1.1306410319376672,34.05480075412977,-17.99481605819303,49.60390852244883,6075.061338316159,6.0,-18,9.496433588488717,0
2025-06-03 14:00:00,S09054,-33.24882647378094,36.5832987298967,-32.48711069193603,60.93050767662089,1.1732706916182478,20.318445370111142,-15.144519991640461,51.63039303617611,5150.244994803535,5.0,-20,6.027925741715213,2
2025-08-02 03:00:00,S00952,-31.112876438720207,44.764001254169855,-27.498080731708363,61.19609462792489,1.0853960677300842,27.31126164646524,-16.42968145151507,47.474289813142896,5318.080203334343,6.0,-18,8.275280488243446,0
2025-10-13 18:00:00,S05359,-32.24002847655678,42.494973839694474,-29.298191573518032,74.64035363707842,1.1486503868319806,24.67059821999293,-17.519711818648624,50.57452840258239,5631.444967895107,14.0,-18,10.627539788715373,0
2025-07-20 09:00:00,S03857,-31.02849194148997,52.120798958279515,-27.332310879568574,75.0025064249662,1.2634516676606402,31.669112167771026,-21.666813762039236,46.093685180552725,4198.41013432436,12.0,-22,10.721157808056162,0
2025-12-02 05:00:00,S05861,-32.9839421880769,34.30035358701922,-30.880136721560312,67.30122941132092,1.2358046433093672,23.853046692383213,-22.06000861935588,52.516670213897655,3450.0867971436587,7.0,-22,8.783196702708423,0
2025-06-30 08:00:00,S03145,-34.05928877623684,45.425788433508544,-29.943539536626503,64.16053946621739,1.0749999587118082,26.433406077111236,-21.97897374803596,53.91894443908736,8706.764244703525,10.0,-22,6.558112855547819,0
2025-06-15 10:00:00,S03305,-33.45927465838366,54.05847102923859,-31.217910845410607,71.68288673309041,1.2664905644165076,34.16338387086087,-20.77569494049448,47.64285077977598,2371.579589602384,8.0,-20,8.069388703549492,0
2025-03-23 03:00:00,S03006,-27.12401999410416,47.26124048323444,-25.89490774033822,69.96888491132964,1.3194496702448912,32.46405014446075,-18.034211037089655,48.002470296636844,4469.623473109286,10.0,-18,11.004824222866679,0
2025-11-18 05:00:00,S09001,-29.25896554250232,46.67225590029642,-29.80717515388097,83.60458061746307,1.004025682121013,30.729459223870634,-17.328213400620438,49.55699639707095,4401.383603326422,14.0,-22,9.97506758958788,2
2025-07-09 08:00:00,S07770,-31.772118858126206,48.223164023485786,-26.898047980896504,73.3517861859638,1.2101365858239492,32.933961380334196,-20.899170053391867,55.570831026156156,6486.9300029128,7.0,-20,9.590093951134914,0
2025-04-28 14:00:00,S07438,-34.43158175028265,53.90149973031569,-31.1155237064607,73.69187256534246,1.2847074066555517,30.906713737644893,-21.750937426296268,48.964219978854615,1254.306405896781,3.0,-22,11.416769369981834,0
2025-05-08 03:00:00,S07942,-32.280693216204554,43.15509937218366,-29.496728122649348,71.74803221357395,1.1790936631216211,26.066438165164115,-18.66878021972939,45.2542557238527,7510.117946073152,9.0,-20,11.697834684560428,0
2025-03-07 23:00:00,S09238,-31.84105993980628,37.86165621232926,-33.1803317773441,65.08618538182095,1.0442083092340628,22.478336591775193,-17.969349721366793,56.175510587545546,4798.219049242332,8.0,-22,8.344481230745245,2
2025-03-11 09:00:00,S01056,-34.081070956330144,31.960769455735274,-31.941502615667176,57.57704347619145,1.1012824045140024,16.938831004450318,-20.160030802421325,47.30961859886006,1631.3012988793703,10.0,-22,7.329985129637961,0
2025-02-01 05:00:00,S03154,-32.9432392481489,42.68044901235956,-30.598646648303223,58.10936854446889,1.15482451773852,23.451181796169934,-19.720159113328123,51.50013086289856,6403.3436793562705,5.0,-20,10.28896556683655,0
2025-05-16 09:00:00,S03787,-28.752236541588935,34.37016756834159,-25.675206256617205,62.70113591508103,1.2195862104396142,19.64972330588665,-19.28271841230843,48.522905110258385,8748.086115722048,7.0,-18,6.807239657413072,0
2025-07-18 13:00:00,S09189,-31.72042913665527,36.662966171485635,-34.191630012988725,58.61880592212782,0.9791828957307463,22.581496962991665,-15.161411090349926,59.331339167719776,3328.716722361764,12.0,-22,8.05634772723955,2
2025-05-17 02:00:00,S07825,-31.711387365501118,40.503676569000035,-27.414175946709676,61.01380100426785,1.1159487172488598,26.132709966126146,-23.43693295033986,49.293846549927274,5974.488241807893,7.0,-22,6.291547925339364,0
2025-12-29 04:00:00,S07539,-34.971260610125874,40.55078198647949,-32.6975618867385,62.88641390509254,1.2967405627716204,21.98538955249094,-20.08973244474521,51.58731843787345,3321.516888980119,4.0,-22,10.131474809134401,0
2025-03-02 19:00:00,S07231,-30.977363381607436,37.15141351390276,-28.070229104446174,68.58285254473421,1.050679593082778,18.779068227037335,-21.93634263763148,49.54563324677962,3197.157549959264,9.0,-22,6.371789445171583,0
2025-03-30 05:00:00,S00764,-33.04846035990406,50.598155722525746,-29.583992890180504,81.34883974092382,1.2066094246298975,26.086799185692076,-19.39688985987898,55.034166801357784,7909.5702055215515,11.0,-20,11.103132657629846,0
2025-09-02 01:00:00,S05019,-29.156874465414024,45.86682542757241,-25.313214476369044,76.78749045097415,1.0867442236258882,26.841537981273706,-18.17051862954777,50.102194128168875,1056.283652295504,10.0,-18,7.283656904075909,0
2025-04-27 18:00:00,S04903,-30.548400038583836,37.37969073147833,-27.216062540483296,47.4134499638182,1.2163538408388177,24.321806579546255,-21.434495735316233,52.66611299785758,8278.942975997648,6.0,-20,6.991215856083309,0
2025-10-05 08:00:00,S08093,-34.13411516991929,44.43602721366817,-30.430730949938642,68.34404386824794,1.1747189045417803,27.079065825496233,-20.128453705886507,50.763250040247584,5337.2942062217535,7.0,-22,11.701657999952147,0
2025-01-18 08:00:00,S06843,-33.33545564352827,48.31353408754269,-30.496957580095216,75.37132169466486,1.370388305380922,25.869042535835288,-23.371258053442162,50.94807466130569,1915.495155906544,5.0,-22,7.593086844314834,0
2025-01-17 10:00:00,S02165,-31.000397241824846,53.9527745556913,-28.114663375917665,75.67697982382847,1.0918890833312886,29.60964575177888,-18.599131876771267,50.07093396739833,4749.597821010622,11.0,-18,10.262393791157532,0
2025-02-15 16:00:00,S01862,-30.592917208982385,48.09578675213794,-29.645319477021975,74.32730011948306,1.1621160804263189,29.029400445034387,-21.319954909295394,50.136175655072556,6505.879920409833,8.0,-20,7.621709630053774,0
2025-03-26 08:00:00,S07850,-35.738112987841696,46.83109847384703,-32.89378409122905,83.01346952192812,1.1823642377224775,27.057572406472588,-23.23222418600858,48.506463523544774,6408.70126178038,8.0,-22,9.100683050209765,0
2025-09-12 16:00:00,S09123,-30.38912538294374,40.36557956958795,-29.822665355115,58.93250723842638,0.8293322680501826,21.56552291247804,-18.386610949136294,55.17258388845367,4504.468073664695,9.0,-20,10.153012840861283,2
2025-10-25 16:00:00,S02340,-32.949655537991134,53.34302443177056,-30.8739330415447,75.47194717223904,1.1480413737503365,30.35434450112201,-16.32854817911581,48.54740183696802,7062.869770355282,5.0,-18,8.245352531509393,0
2025-09-18 08:00:00,S05527,-30.724702918514346,32.05292489974685,-26.5465925826635,55.085902617870005,1.184290660132435,19.23334063478108,-23.11364147924509,48.80971234948865,214.03236602034465,8.0,-22,7.709635571283672,0
2025-09-09 18:00:00,S06743,-33.00428698946202,46.135308018825235,-30.150162082310228,68.43467560911388,1.1469966435722492,32.18078327701174,-21.18759165754665,49.39659574439524,1014.1020530578099,14.0,-22,9.589149211421372,0
2025-09-24 13:00:00,S04003,-32.36798167297428,42.59121390945788,-31.624266617857145,67.4151427947858,1.2784141526872896,21.681239378012997,-24.573642666851562,54.57110060056586,2705.758274767658,4.0,-22,9.964004174652944,0
2025-03-20 10:00:00,S01123,-33.089636684879395,36.1969817788478,-28.88275379395254,61.79454620588132,1.2762829145585914,22.681013651750604,-19.39245559333371,51.582044705843224,1852.797710681695,4.0,-20,9.478590053403055,0
2025-02-10 18:00:00,S08709,-28.53236839279071,33.854901130067304,-31.660513906462032,80.62583329746784,1.870081868665833,22.23293073637375,-16.236227210971702,54.8139817137678,8271.566034050038,4.0,-20,7.183604971609795,1
2025-07-08 00:00:00,S04049,-33.50769530033492,52.54966188066791,-30.543844363987592,72.99006717307891,1.1357583878335604,28.74973038165528,-18.684101602478766,47.161680397027936,6013.942051774784,6.0,-20,8.255104424809831,0
2025-03-03 17:00:00,S07640,-30.24551954003573,43.98741480412088,-26.123191189378506,74.91343370338487,1.1387512237848745,25.707797884636193,-17.20522963248274,47.75283028839463,896.4723174828531,12.0,-18,9.856937446061018,0
2025-07-12 09:00:00,S00765,-33.02829124738101,38.976822883321034,-30.104852120998373,59.39412367103593,1.313632792944413,25.034924581279693,-20.954297661803192,49.38310893786445,5478.479412141284,11.0,-20,7.229477883159235,0
2025-10-08 10:00:00,S02344,-29.91401719634407,39.91447674242835,-28.814520024471047,57.71828100004636,1.20936289713269,22.555973929426607,-18.231406952735178,44.75864214665648,5221.528538524545,7.0,-20,9.798550664104987,0
2025-12-18 20:00:00,S04071,-36.442111426895806,38.67651052106286,-34.552089348926685,69.1570904045839,1.20774839048033,22.94960488809523,-23.458974081378155,51.481352597259665,1482.3808184091324,7.0,-22,11.079793102284299,0
2025-12-08 16:00:00,S07216,-35.71412310821418,49.003494146392825,-31.974053437588946,73.04608054238518,1.0737537640041568,31.259670554330963,-21.62176453336663,44.11293912992916,6573.6323629041135,9.0,-22,8.029115887568777,0
2025-06-29 20:00:00,S04216,-30.001473361963534,43.436554200645,-27.637435800507216,67.58341861060214,1.229613960743556,26.64725315830877,-17.96278760534205,52.80389644285559,1350.8723364956038,7.0,-18,8.92908490606278,0
2025-11-27 14:00:00,S07952,-30.69663335042969,37.57440069799324,-29.068668253193852,57.2959372844174,1.2208658813755053,19.521676969346853,-19.02337728174,49.23003639043549,3422.0851881318035,7.0,-22,11.070144349414388,0
2025-07-01 00:00:00,S05970,-28.40146573454222,52.81813895972634,-26.201900159703946,81.24032409731541,1.236198356511193,34.0840706572559,-18.510142338516047,49.33824301383312,3405.7826663393284,7.0,-18,6.852304392773018,0
